ID_RICHIESTA,RICHIESTA ANNO PROT,RICHIESTA DATA,PROCEDIMENTO,ESITO PRATICA,CHIUSURA PRATICA DATA,CODICE VIA,CIVICO,ESPONENTE CIVICO,LOCALIZZAZIONI LISTA,DESCRIZIONE_RICHIESTA,LOCALIZZAZIONE_RICHIESTA,ANNO,NOMI_FILE,indirizzo_pulito,lat,lon
255373,2008,2008-10-24,permesso di costruire,Rilasciata,2009-12-11,29150.0,20.0,,VIA FRATELLI GRUPPI N.  20,Demolizione e ricostruzione con ampliamento di edificio per la realizzazione di fabbricato ad uso civile abitazione.,VIA FRATELLI GRUPPI N.  20,2008.0,PDC dicembre 2009.xls,"Via Fratelli Gruppi 20, Bologna",44.5197581,11.3415107
265332,2008,2008-11-05,permesso di costruire,Rilasciata con prescrizioni,2009-02-06,63100.0,41.0,,VIA FRANCESCO ZANARDI N.  41,VARIANTE IN CORSO D'OPERA AL PG 65285/07 PER INTERVENTI DI NUOVA COSTRUZIONE,VIA FRANCESCO ZANARDI N.  41,2008.0,PDC febbraio 2009.xls,"Via Francesco Zanardi 41, Bologna",44.5121919,11.3279272
261638,2008,2008-10-31,permesso di costruire,Rilasciata,2009-02-20,43580.0,10.0,,VIA ANDREA PALLADIO N.  10,nuova costruzione di motorimessa a servizio di abitazione p.t,VIA ANDREA PALLADIO N.  10,2008.0,PDC febbraio 2009.xls,"Via Andrea Palladio 10, Bologna",44.5177056,11.2722002
282083,2008,2008-11-26,permesso di costruire,Rilasciata,2009-03-17,42350.0,35.0,,VIALE ALFREDO ORIANI N.  35,permesso di costruire per variante in corso d'opera alla D.I.A. P.G. 183537/08 per la ricostruzione di n. 2 edifici uno dei quali con intervento di RE4 globale con REV (recupero volumi esistenti) e l’altro con intervento di NC (nuova costruzione) per ampliamento nei due lotti limitrofi posti in VIALE ALFREDO ORIANI N. 35 e N. 37/A .,VIALE ALFREDO ORIANI N.  35,2008.0,PDC marzo 2009.xls,"Viale Alfredo Oriani 35, Bologna",44.4838518,11.3585611
284200,2008,2008-11-27,permesso di costruire,Rilasciata,2009-03-27,54180.0,12.0,,VIA DEL SELCIATORE N.  12,AMPLIAMENTO DI FABBRICATO PRODUTTIVO IN ZONA P1 DESTINAZIONE D'USO U9 CON RESIDUO DI CAPACITA' EDIF. E UNA TANTUM.,VIA DEL SELCIATORE N.  12,2008.0,PDC marzo 2009.xls,"Via Del Selciatore 12, Bologna",44.5023919,11.4176788
288004,2008,2008-12-03,permesso di costruire,Rilasciata,2009-03-16,18180.0,21.0,,VIA CRACOVIA N.  21,ampliamento con utilizzo di superficie una tantum di unità immobiliare ad uso residenziale a piano nono,VIA CRACOVIA N.  21,2008.0,PDC marzo 2009.xls,"Via Cracovia 21, Bologna",44.4717477,11.3978051
291685,2008,2008-12-09,permesso di costruire,Rilasciata,2009-01-12,27930.0,1.0,,VIA STEFANO GOBATTI N.  1,P.di C.  per richiesta di recupero di cabina enel con creazione di unita' ad uso ufficio tramite rev e nc di ascensore a norma l.13/89 (RIPRESENTAZIONE),VIA STEFANO GOBATTI N.  1,2008.0,PDC gennaio 2009.xls,"Via Stefano Gobatti 1, Bologna",44.4747281,11.3694024
293296,2008,2008-12-10,permesso di costruire,Rilasciata,2011-06-27,11130.0,,,VIA CADUTI DI CASTELDEBOLE  ( Civico da definire ),Nuova costruzione di n. 4 edifici ad uso produttivo,VIA CADUTI DI CASTELDEBOLE  ( Civico da definire ),2008.0,PDC  giugno 2011.xls,"Via Caduti Di Casteldebole ( ), Bologna",44.50033,11.2775589
300126,2008,2008-12-18,permesso di costruire,Rilasciata,2009-05-14,54320.0,7.0,,VIA SERAGNOLI N.  7, Variante essenziale PG 54164/07 per nuova costruzione edificio e cambio d'uso da uffici ad attività produttiva della porzione esistente ,VIA SERAGNOLI N.  7,2008.0,PDC maggio 2009.xls,"Via Seragnoli 7, Bologna",44.5042972,11.42341
302359,2008,2008-12-22,permesso di costruire,Rilasciata,2009-09-16,47230.0,38.0,,VIA PONTEVECCHIO N.  38,"ampliamento con utilizzo dell'una tantum in unità residenziale, piano terra.",VIA PONTEVECCHIO N.  38,2008.0,PDC settembre 2009.xls,"Via Pontevecchio 38, Bologna",44.4777128,11.3794872
303574,2008,2008-12-23,permesso di costruire,Rilasciata,2009-07-10,750.0,121.0,4,VIA AGUCCHI N.  121 / 4,"Ampliamento con utilizzo dell'indice del lotto, di salone per esposizione e vendita autovetture (piano terra)",VIA AGUCCHI N.  121 / 4,2008.0,PDC luglio 2009.xls,"Via Agucchi 121 / 4, Bologna",44.5117139,11.2995347
1620,2009,2009-01-07,permesso di costruire,Rilasciata,2009-07-10,4850.0,19.0,,VIA DELLA BARCA N.  19,costruzione di bussola di accesso all'edificio residenziale,VIA DELLA BARCA N.  19,2009.0,PDC luglio 2009.xls,"Via Della Barca 19, Bologna",44.4939261,11.2977983
3376,2009,2009-01-08,permesso di costruire,Rilasciata con prescrizioni,2010-04-22,23330.0,1.0,5,VIA DEL FONDITORE N.  1 / 5,"ampliamento con cambio d'uso per realizzazione di servizi di ristorazione, uffici e laboratorio artigianale (pratica presentata al Settore Attività Produttive e Commerciali con PG 305325/08) ",VIA DEL FONDITORE N.  1 / 5,2009.0,PDC aprile 2010.xls,"Via Del Fonditore 1 / 5, Bologna",44.5038494,11.4041353
3536,2009,2009-01-09,permesso di costruire,Rilasciata,2010-07-06,55350.0,,,VIA DEL SOSTEGNAZZO,Nuova costruzione di edificio ad uso uffici (n. 2 u.i.),VIA DEL SOSTEGNAZZO,2009.0,PDC luglio 2010.xls,"Via Del Sostegnazzo, Bologna",44.5316744,11.3438762
3597,2009,2009-01-09,permesso di costruire,Rilasciata,2009-07-10,7400.0,8.0,a,VIA ELIO BERNARDI N.  8 / a,Demolizione con ricostruzione parzialmente fuori sagoma di edificio promiscuo ad uso Sala da ballo/magazzino e contestuale cambio d'uso ad uffici.,VIA ELIO BERNARDI N.  8 / a,2009.0,PDC luglio 2009.xls,"Via Elio Bernardi 8 / A, Bologna",44.5093791,11.3005241
5725,2009,2009-01-13,permesso di costruire,Rilasciata,2009-05-08,17950.0,203.0,,VIA DI CORTICELLA N.  203,Nuova costruzione di edificio ad uso uffici (U2) e attività commerciali (U6) previo demolizione di edifici esistenti.,VIA DI CORTICELLA N.  203,2009.0,PDC maggio 2009.xls,"Via Di Corticella 203, Bologna",44.5345235,11.3549224
9062,2009,2009-01-16,permesso di costruire,Rilasciata,2009-03-17,5800.0,172.0,,VIA BATTINDARNO N.  172,Realizzazione di ampliamento una tantum per sopraelevazione di edificio unifamiliare,VIA BATTINDARNO N.  172,2009.0,PDC marzo 2009.xls,"Via Battindarno 172, Bologna",44.503809,11.3005589
10394,2009,2009-01-19,permesso di costruire,Rilasciata,2009-07-07,47700.0,14.0,,VIA DEL POZZO N.  14,nuova costruzione previa demolizione di edificio ad uso residenziale con utilizzo dell'indice edificatorio,VIA DEL POZZO N.  14,2009.0,PDC luglio 2009.xls,"Via Del Pozzo 14, Bologna",44.4548056,11.3699949
11203,2009,2009-01-20,permesso di costruire,Rilasciata,2009-05-20,18000.0,196.0,,VIA ANDREA COSTA N.  196,per realizzazione di tettoia ad uso ricovero auto pertinenziale a servizio di edificio non classificato,VIA ANDREA COSTA N.  196,2009.0,PDC maggio 2009.xls,"Via Andrea Costa 196, Bologna",44.4931493,11.3069538
13239,2009,2009-01-21,permesso di costruire,Rinunciata,2012-01-20,53300.0,19.0,,VIA S.SAVINO N.  19,Ampliamento di u.i. ad uso abitativo con utilizzo dell'incremento una tantum.,VIA S.SAVINO N.  19,2009.0,PDC maggio 2009.xls,"Via S.Savino 19, Bologna",44.5490273,11.3532496
14740,2009,2009-01-23,permesso di costruire,Rilasciata,2009-07-22,17950.0,102.0,,VIA DI CORTICELLA N.  102,Variante in corso d'opera essenziale al PdC PG 280376/07 e Dia stralcio PG 273264/08 per opere interne di manutenzione straordinaria nonchè ampliamento della cabina elettrica esistente.,VIA DI CORTICELLA N.  102,2009.0,PDC luglio 2009.xls,"Via Di Corticella 102, Bologna",44.5173445,11.3476682
18020,2009,2009-01-28,permesso di costruire,Rilasciata,2009-08-05,17400.0,81.0,,VIA CRISTOFORO COLOMBO N.  81,Variante in c.o. alla p.g. 215462/2006 ampliamento di edificio residenziale bifamiliare,VIA CRISTOFORO COLOMBO N.  81,2009.0,PDC agosto 2009.xls,"Via Cristoforo Colombo 81, Bologna",44.5460473,11.3487275
43178,2009,2009-02-24,permesso di costruire,Rilasciata,2009-12-03,20500.0,213.0,,VIA S.DONATO N.  213,DEMOLIZIONE E RICOSTRUZIONE DI EDIFICIO AD USO CIVILE ABITAZIONE CON CONTESTUALE FRAZIONAMENTO IN N. 6 UNITA' IMMOBILIARI (EDIFICIO INDIVIDUATO CON LA LETTERA A),VIA S.DONATO N.  213,2009.0,PDC dicembre 2009.xls,"Via S.Donato 213, Bologna",44.5242514,11.4113478
96221,2009,2009-04-23,permesso di costruire,Rilasciata,2009-07-30,54320.0,7.0,,VIA SERAGNOLI N.  7,Variante in c.o. alla pg. 256773/2007 per modifica alla sagoma degli uffici di pertinenza del capannone.,VIA SERAGNOLI N.  7,2009.0,PDC luglio 2009.xls,"Via Seragnoli 7, Bologna",44.5042972,11.42341
106787,2009,2009-05-05,permesso di costruire,Rilasciata,2010-05-27,53300.0,37.0,,VIA S.SAVINO N.  37,nuova costruzione di sala polivalente all'interno di complesso parrocchiale,VIA S.SAVINO N.  37,2009.0,PDC maggio 2010.xls,"Via S.Savino 37, Bologna",44.5474744,11.351926
122973,2009,2009-05-19,permesso di costruire,Rilasciata,2010-03-04,18150.0,1.0,,PIAZZA DELLA COSTITUZIONE N.  1,Nuova costruzione per ampliamento una tantum di struttura ricettiva. ,PIAZZA DELLA COSTITUZIONE N.  1,2009.0,PDC marzo 2010.xls,"Piazza Della Costituzione 1, Bologna",44.5128728,11.3590175
127595,2009,2009-05-22,permesso di costruire,Rilasciata,2009-10-19,62700.0,12.0,,VIA ERMETE ZACCONI N.  12,"Variante in c.o. alla  73022/2007  per modifiche interne,estetiche e modesto ampliamento locale bagno",VIA ERMETE ZACCONI N.  12,2009.0,PDC ottobre 2009.xls,"Via Ermete Zacconi 12, Bologna",44.5051799,11.3634883
138165,2009,2009-06-01,permesso di costruire,Decaduta,2010-07-19,20500.0,,,VIA S.DONATO,REALIZZAZIONE DI IMPIANTO DI DISTRIBUZIONE CARBURANTI,VIA S.DONATO,2009.0,PDC marzo 2010.xls,"Via S.Donato, Bologna",44.5084511,11.3779247
140082,2009,2009-06-04,permesso di costruire,Rinunciata,2010-07-01,46650.0,2.0,11,VIA PO N.  2 / 11,"demolizione e ricostruzione di intero edificio (uso abitativo, commerciale, uffici)",VIA PO N.  2 / 11,2009.0,PDC giugno 2010.xls,"Via Po 2 / 11, Bologna",44.47851,11.3811526
151157,2009,2009-06-15,permesso di costruire,Rilasciata,2009-11-05,32280.0,6.0,,VIA DEL LITOGRAFO N.  6," vcd'o. alla pg. 61059/2006 per opere interne ed esterne,  unità ad uso produttivo.",VIA DEL LITOGRAFO N.  6,2009.0,PDC novembre 09.xls,"Via Del Litografo 6, Bologna",44.5058143,11.4168035
180903,2009,2009-07-13,permesso di costruire,Rilasciata con prescrizioni,2009-12-28,50780.0,21.0,,VIALE ROMA N.  21,nuova costruzione di asilo nido territoriale e aziendale (presentata al Settore Attività Produttive il 09/07/09 con PG 178339/09),VIALE ROMA N.  21,2009.0,PDC dicembre 2009.xls,"Viale Roma 21, Bologna",44.4696611,11.3915301
268955,2009,2009-10-30,permesso di costruire,Rilasciata,2010-04-20,23580.0,19.0,,VIA GHERARDO FORNI N.  19,"v.c.o.in corso d'opera per realizzazione di nuova SA interrata sotto sedime , cambio d'uso da 1a a 3b dell'unità al piano 4°(unità 18) aumento del numero delle unità immobiliari da 26 a 27.",VIA GHERARDO FORNI N.  19,2009.0,PDC aprile 2010.xls,"Via Gherardo Forni 19, Bologna",44.4758934,11.3736111
306442,2009,2009-12-16,permesso di costruire,Rilasciata con prescrizioni,2011-09-05,61150.0,18.0,,VIA VERMENA N.  18,"realizzazione di edificio residenziale, previa demolizione di fabbricato esistente, con aumento del volume ai sensi dell'art. 56, comma 3 del RUE - livello di eccellenza (20%)",VIA VERMENA N.  18,2009.0,PDC settembre 2011.xls,"Via Vermena 18, Bologna",44.4801753,11.3802955
55610,2010,2010-03-03,permesso di costruire,Rilasciata,2010-09-29,57450.0,5.0,,VIA TEVERE N.  5,"vcd'o alla pg. 213807/2007 per ampliamento dell'autorimessa, modifiche prospettiche ed interne.",VIA TEVERE N.  5,2010.0,PDC settembre 2010.xls,"Via Tevere 5, Bologna",44.4733617,11.3847193
56721,2010,2010-03-04,permesso di costruire,Rilasciata con prescrizioni,2010-10-12,37300.0,174.0,,VIA MAZZINI N.  174,"demolizione di edificio ad uso produttivo e realizzazione di edifici mono e bi-familiari a piano terra, primo e secondo, e realizzazione di superficie interrata ad uso parcheggio privato (uso abitativo)",VIA MAZZINI N.  174,2010.0,PDC ottobre 2010.xls,"Via Mazzini 174, Bologna",44.4001693,11.593601
68757,2010,2010-03-18,permesso di costruire,Rilasciata con prescrizioni,2010-08-05,21350.0,18.0,,VIA EMILIA LEVANTE N.  18,demolizione e ricostruzione di intero edificio con diversa sagoma e realizzazione p.interrato ad uso commercio all'auto,VIA EMILIA LEVANTE N.  18,2010.0,PDC agosto 2010.xls,"Via Emilia Levante 18, Bologna",44.4831883,11.3759718
94802,2010,2010-04-20,permesso di costruire,Rilasciata,2010-08-10,20500.0,178.0,2,VIA S.DONATO N.  178 / 2,realizzazione di bussole d'ingresso  edificio uso tipografia e variazioni  distributive interne,VIA S.DONATO N.  178 / 2,2010.0,PDC agosto 2010.xls,"Via S.Donato 178 / 2, Bologna",44.5178029,11.3944213
97854,2010,2010-04-22,permesso di costruire,Rilasciata con prescrizioni,2019-03-14,57900.0,,,VIA DELLE TOFANE in prossimità civ. 34,permesso di costruire per la realizzazione di nuovo edificio ad uso residenziale composto da n° 3 unità immobiliari tramite l'applicazione dell'art. 10 del POC,VIA DELLE TOFANE N. 34,2010.0,PDC marzo 2019_0.xls,"Via Delle Tofane 34, Bologna",44.4968459,11.3149248
